ID	STRING
10028	赌场老板：人生在世，就是吃喝玩乐。没有了赌场，生活还有什么乐子？生逢乱世，还是及时行乐吧，也不枉活这一遭。
10029	赌徒：辣块妈妈！老子又输了！
10030	赌徒：今儿连开了几局豹子，怎么这么邪门！
10031	赌徒：本来好容易赢了几把，结果又输了，真不甘心！
10032	如果是那些穷鬼来当东西，那么价钱尽管往下压，再低他也会当。
10033	如果是那些一时手紧的有钱人，那价格就不能太低，多交一个朋友多一条路，风水轮流转，以后见面也好办事嘛。
10034	妓女：本姑娘什么大爷没有见过？装什么正经？若是真的正经人，就不会来这种地方了。
10035	妓女：你不会是来找相公的吧？咯咯咯咯……
10036	妓女：这里是个卖笑买快乐的地方，公子，你别不好意思……你是第一次来吧？
10037	妓女：别碍着我做生意！
10038	妓女：公子，来嘛，我来帮你揉揉肩，捶捶背，有我陪你，保证你快活似神仙……
10039	妓女：那些大家闺秀们瞧不起我们这些风尘女子，其实呀，她们是嫉妒，嫉妒我们可以自由自在想做什么就做什么！
10040	老鸨：公子，这儿可是扬州最热闹的地方，全江南最漂亮的姑娘都在这里了，没来过我翠红楼，就等于没来过扬州！多少达官贵人来这里一掷千金，为的就是求红颜一笑。
10041	老鸨：哎哟，哪有大姑娘逛青楼的？这里面是男人们开心的地方，姑娘你可不能进！
10042	酒楼老板：扬州这地界，有美景，有美女，怎么能没有美酒？客官要喝点什么酒？
10043	客栈老板：客官，你知道这儿为什么叫扬州吗？《尚书》有云“淮海维扬州”，因为咱们这儿“州界多水，水扬波”，所以叫“扬”州。没开客栈前，我也读过几年书呢！
10044	客栈小二：咱们老板待人和气，所以客栈的生意总是很好。
10045	杜老板：“茱萸湾上夕阳楼，梦里时时访旧游。少日题诗无恙否，绿杨城郭是扬州。”我本是扬州人，出外行商多年，这次回到家乡，才发现已经物是人非事事休了！
10046	陈嫂：我家大力没什么本事，就是挺老实，我要他向东，他不敢往西！
10047	史铁嘴：男人手如绵，身边有闲钱；妇人手如姜，财帛满仓箱。
10048	陈大力：这史铁嘴说得一点也没错，我老婆的手就像姜！昨天被她打了个巴掌，到现在还火辣辣的。
10049	乞丐：人人都说扬州好，但是对我们乞丐而言，哪儿不一样？花花世界，哪有我们乞丐的份！
10050	孙员外：是人都要吃盐，吃盐就离不开我们这些盐商，我做了十几年的盐道买卖，赚的钱三辈子都吃不完，哈哈哈！
10051	花灯郎：卖花灯罗！各式各样的花灯罗！吉祥灯，如意灯，添丁灯、富贵灯——买盏花灯回去玩吧？我这些花灯不仅漂亮，上面还有灯谜呢！
10052	乐清秋：我没有别的本事，只能靠买几幅字画养家糊口，唉！难怪人说，百无一用是书生啊……
10053	卖花女：先父是一个教书先生，奴家也读过几年书的。“卖花担上，买得一枝春欲放。”花虽好，无人欣赏，也会很快凋谢的……
10054	柳大爷：你可知道咱们扬州城最漂亮的地方是哪里？不是官老爷的宅第，而是那些盐商修的园子！那些园林的景色就跟画里面的一样，你想都想不到！
10055	柳大爷：全扬州最有钱的就是那些盐商了！
10056	宋婆婆：这都什么辰光了？思文怎么还不回来？该不会又去喝酒了吧？
10057	州州：今天先生罚我抄一百遍《三字经》，不知道什么时候才能抄完，真惨！
10058	“水上一个铃，摇摇没有声，仔细看一看，满脸大眼睛”，是什么呢？——啊，对了！是莲蓬！
10059	“有头牛真奇怪，不拉犁不吃草，虽说它力气小，背着屋子到处跑。”是什么呢？——我猜出来了！是蜗牛！
10060	“石头一层又一层，圈圈路儿走不停，雷声隆隆无闪电，只见大雪落纷纷。”是什么呢？——难道是……对了，是石磨！
10061	任天涯：十载寒窗苦读，可是屡试不中，我已经心灰意冷了，也许我天生就不是考功名的料。
10062	任天涯：我还是去学一门手艺养活自己，老老实实做一个平头百姓算了。
10063	江一萧：任何姑娘都比不上她，在我的眼中，在我的心里，只有她一个。可是晓真为什么总对我不理不睬呢？
10064	江一萧：我虽然穷，可是我对晓真是真心实意的。
10065	宋思文：我是有酒万事足，我娘说，我早晚有一天会醉死在酒坛里。
10066	冼晓真：唉，老天既然给了我一副好容貌，又为什么让我出生贫家？难道我真的注定要一辈子过这种寒酸的生活？我真的好不甘心！
10067	游客：古人云：人生乐事，莫过于腰缠十万贯，骑鹤下扬州。这扬州可真是个抛金洒银的花花地儿！我是从北方来的，想不到这里的商肆如此繁华，待会我要在街上好好逛逛。
10068	船夫：咱们扬州是一个水乡，河多、桥多、舟多，那些有钱人要泛舟游览扬州，靠的就是我们这些船夫。
10069	船夫：没钱坐船你就走旱路吧！
10070	马贩子：是马是骡子，拉出来遛遛！瞧我的马，膘肥体壮，一日千里，就算你不是伯乐，也能看出这是好马吧？
10071	钱庄老板：在扬州这个地方，有钱就是大爷，没钱就是孙子！
10072	铁匠：你是一个侠客吗？我这儿有各式各样的兵刃，你喜欢哪一件？
10073	铁匠学徒：一日为徒，终生为徒。师傅说了，他没有儿子，百年之后，这间铁匠铺就是我的了。
10074	衙门卫兵：老爷又去吃花酒了，咱们却得在这儿当差，真不爽！
10075	衙门卫兵：待会换了班去哪里找乐子呢？
10076	药店老板：本店的药材货真价实，包治百病。
10077	杂货店老板娘：咱们扬州水路通衢，是南北货物集散之地，所以我这里的商品集东西南北之大全，应有尽有，要买点什么？
10078	嫖客：自古文人皆多情。唐人杜牧有诗曰“十年一觉扬州梦，赢得青楼薄幸名”，我只不过效法古人，倚红偎翠，不辜负这青春好时光罢了。
10079	嫖客：素闻扬州美女如云，今日一见，果然是名不虚传，能够温柔乡里走一遭，就是死，也值了！
10080	嫖客：这翠红楼最漂亮的姑娘叫昭昭，可惜此刻她已经被知府大人给包了，唉！真是一朵鲜花插在了牛粪上。
10081	嫖客：一下子看到这么多的美人儿，我真是三魂丢了七魄，不知选哪一个好！
10082	车夫：一辈子替人拉车，不知什么时候能够坐坐别人拉的车？要用车吗？
10083	车夫：没钱你就只有走路了。
10084	驿官：这是你的酬银。
10085	驿官：如今战事频仍，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10086	驿官：这封是要送往成都的公文，你收好了。
10087	驿官：这封是要送往凤翔的公文，你收好了。
10088	镖局老板：咱们虽然是江湖中人，但是必须得巴结好官府，每年的孝敬可不能少，否则在这扬州城没法立足啊！
10089	襄阳府衙布告
10090	襄阳<——>宋金战场
10091	襄阳<——>武当派
10092	襄阳<——>伏牛山
10093	襄阳<——>扬州
10094	慈雨法师：相传当年汉光武帝刘秀兵败于叛贼王莽，来到此地狮子山顶，人困马乏，舌干口渴，寻井饮水，水黑难饮，正当刘秀为难之时，一条青龙脱龙而飞，井水由黑变白，后来乡人为了祭祀刘秀，修建了这座寺庙，取名“白水寺”。
10095	茶博士：自唐代起，我们湖北就不断出产名茶。如圻门团黄、荆州仙人茶、松滋碧涧茶、归州白茶、黄州松萝茶等，品种繁多，产量丰饶。
10096	茶博士：湖北虽然产茶极盛，但是茶农的日子却苦不堪言，这全是因为朝廷征收的茶税太过繁重所致。
10097	茶博士：茶农们忍受不了朝廷这种侵民渔利的行径，好多地方都已经拔茶种桑，不复产茶了。
10098	茶馆老板：现在世道不景气，喝茶的人越来越少，我这家茶馆的生意全靠街坊邻里照顾，否则早就关门大吉了。
10099	茶馆老板：您家要喝点么事茶？菊花茶还是茉莉茶？
10100	城门卫兵：当年岳将军曾从金人铁蹄下收复过襄阳，从那以后，襄阳就成了保卫大宋的战略要地，襄阳一失，大宋危殆啊。
10101	城门卫兵：我家就住在城南，可是我已经一个多月没有回去了。
10102	城门卫兵：天天不是站岗就是操练，真是累死人了！
10103	城门卫兵：这襄阳城是古来兵家必争之地，朝廷年年派重兵驻守与此，堪称南宋之咽喉。
10104	宠物店老板：我以前是个猎户，常常吃了上顿没下顿，现在开了这家宠物店，日子好过多了。
10105	宠物店老板：天上飞的，地上跑的，我这里么事宠物都有。
10106	当铺伙计：我们老板有个外号叫做“铁公鸡”，他宁可把银子带进棺材里，也不肯拿出一点来接济接济活人。
10107	当铺老板：本当铺的规矩，“朝借一斗谷，夕还一斗珠”。
10108	当铺老板：全襄阳城就我这一家当铺，你不在我这当，还能去哪里呀？嘿嘿嘿嘿……
10109	赌场打手：喂！你搞么事沙？冇得事就走远些！
10110	赌场打手：老子在这襄阳城也算是一霸，所谓强龙不压地头蛇，不管你是哪个，都莫在老子的眼皮下惹事！
10111	赌场老板：喜欢玩么事？掷骰子、推牌九、打天九、摇宝还是开宝？
10112	赌徒：也不知搞么名堂，老子今天老是输钱，真是见了鬼！
10113	赌徒：快活一天算一天，等金人攻了来，想玩都冇得玩的了。
10114	估价先生：咳咳……咳咳……我已经病了三天，本来想告假去看看大夫，哪晓得老板硬是不准，说是如果请假就要扣我的月钱。
10115	估价先生：我一个月就赚那么几吊钱，如果再扣掉，我全家老小不得喝西北风？
10116	妓女：来我们这里的不是一些官老爷就是一些当兵的，很少见到像公子这么斯文的人。
10117	妓女：你是哪家的姊妹？
10118	妓女：公子，莫不好意思，来这里的人都是为了找乐子，让我陪你喝杯酒解解闷，好不好？
10119	妓女：冇得事莫碍着老娘作生意！
10120	妓女：昨天我因为得罪了一个醉酒的客人，又被妈妈狠狠打了一顿，这样的日子我再也熬不下去了，还不如一死了之。
10121	妓女：公子，你莫要瞧不起我们。我们是因为这辈子投错了胎，所以只能吃这碗笑脸饭。下辈子如果投生一个红袍大将军，我们也保家为国去。
10122	妓女：这里可不是姑娘伢该来的地方……
10123	老鸨：我的小哥哥，我们这里的姑娘伢个个清爽得很，进来玩下子沙！
10124	老鸨：老娘我这里不欢迎女客！
10125	酒楼老板：咱们襄阳乃是古来兵家必争之地，朝廷年年派重兵驻守与此，因此有“南宋咽喉”之称。
10126	酒楼老板：襄阳驻军喝的酒都是本店半价提供的，虽然咱们不能上战场，但是能尽一点绵薄之力也是好的。
10127	客栈老板：总算来了个客人！要住店吗？
10128	姚嘉：可惜我是个姑娘伢，如果我是个儿子伢，我也去上战场杀敌。
10129	段秀才：我在襄阳有一个指腹为婚的表妹，我是特地来看她的。
10130	段秀才：我的表妹姓姚名嘉，我只知道她的姓名，从来没有见过她。
10131	段秀才：不知表妹长的什么样子？我不敢指望她有西子之貌，只求她长得不像钟无艳就好了。
10132	何老板：金人倘若南侵，首先要攻陷的恐怕就是襄阳，可惜襄阳的守将是个大草包。
10133	游客：听说襄阳之所以能够屡次抵抗住金兵的进攻，除了全城军民同心协力以外，还得益于坚固的城墙。
10134	游客：襄阳城墙始建于汉，城高8米，周长6公里，四面六门，四角都有角楼。登上小北门城楼，可以北眺汉水、南望岘山，战场烽火，一览无余。
10135	你是要问姻缘、运途、功名、诉讼，还是问财运、寻人或是失物？
10136	你是要卜卦、抽笺、测字，还是手相、面相，或者紫微斗数的推算，本大师保证让你满意，通通都是一文钱……起。
10137	嘿嘿，具体花多少银子，那就要看你想算到什么程度，想算多准喽！
10138	乞丐：我虽然是个乞丐，但是也想有朝一日能够上场杀敌，做一个大英雄、大豪杰！可惜朝廷的军队不收我。
10139	郭员外：我已经将全部家产都捐给了朝廷，国家有难，匹夫有责，我只不过是尽自己一点薄力罢了，和那些战死沙场的战士相比，这根本不算什么。
10140	耿老头：又嫩又脆的大头菜，既可以下酒，又可以下饭，又好吃又便宜的大头菜！
10141	耿老头：这大头菜是咱们襄阳的特产，又叫“诸葛亮菜”，据说是当年诸葛孔明先生专门为行军作战的将士们发明的食品。
10142	耿老头：莫看这大头菜长得土头土脑、其貌不扬，咱们襄阳的老百姓可顿顿饭都离不了它！
10143	冯胖子：今天早上刚杀的猪，不晓得几新鲜！看，几好的排骨，买点回去煨汤喝吧！
10144	瓜贩：红心沙瓤大西瓜，不甜不要钱啊！
10145	范爹爹：我老伴三十年前就去世啦，这三十年来，我是又当爹来又当妈，总算拉扯大了一双儿女。
10146	范爹爹：如今世道不好，兵荒马乱，我吃了一辈子苦，到头来也不求别的，只求儿女都平平安安。
10147	范爹爹：我说么事都不会让大强去参军。
10148	龚老太：我晓得阿牛不想一辈子呆在屋里，他想出去闯天下，唉，都是我这把老骨头拖累了他呀。
10149	小邓子：我已经吃了一个礼拜的红薯稀饭，如果能够吃上一顿大米饭，不晓得有几好。
10150	姚姚：你有冇看到我姐姐？她个子蛮高，长得可漂亮啦！
10151	陶侃：想当年，宋金大战，襄阳沦陷，多亏岳元帅从金人铁蹄下收复了这个城市，否则我们都会沦为亡国奴，可惜的是岳元帅已经不在了！
10152	龚阿牛：出了城，往北走，不远就是武当山。
10153	龚阿牛：听说武当派的掌门是个得道真人，不晓得是不是得道了就能够长生不老。
10154	龚阿牛：要不是屋里有八十岁老娘，我早就上武当山拜师学艺去了。
10155	范大强：人活一世，草活一春，我想到战场上去为国杀敌，也算冇白活这一场，可是我爹说么事也不让我去。
10156	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10157	邓家嫂子：屋里已经快揭不开锅了，小伢天天叫饿，我这个做娘的见了真是心疼。
10158	大嫂，这里有一千两银子，你快拿着，只要有我们武当弟子在，你们以后就不会再挨饿受冻了！
10159	邓家嫂子：哎呀，我真是遇到活菩萨啦，我不是在做梦吧？现在还有这样的好人！
10160	邓家嫂子：武当山上的那些大侠真是我们穷苦人家的救命活菩萨啊，要不是他们常常接济，我们母子早就饿死了！
10161	范二春：邓嫂子屋里太困难了，我等下给她们家送一袋大米去，先救救急。
10162	范二春：大家都是街坊，互相帮忙是应该的。
10163	船夫：我们这些船工祖祖辈辈都在长江上荡划子，别看我这划子小，坐四五个人冇得问题！
10164	船夫：没钱坐船你就走旱路吧！
10165	船夫：我们一家的生计全靠这渔划子，有客人过江的时候就载客，冇得客人的时候就捕鱼，就算这样，也只能勉强糊口。
10166	船夫：我还指望这渔划子养家糊口呢，哪能免费送你过江！
10167	马贩子：就算是千里马，也要有伯乐才行，可惜世上之人多以貌取物，真假不分，是非不明，可笑啊可笑！
10168	钱庄老板：做生意的人，当然是钱赚得越多越好啦，天下有哪个会嫌钱多呢？
10169	钱庄老板：么斯都是假的，只有真金白银是真的。
10170	铁匠：我这里专门为驻军打造兵器，前几日守将程大人刚刚下令要打造一百把刀，真是把我忙死了。要买么事武器，你自己随便挑吧。
10171	衙门卫兵：喂！小子，你探头探脑的，搞么斯呀？难道你是金人的奸细？
10172	衙门卫兵：大人有令，闲杂人等一律不见！
10173	药店老板：我这里治疗各种打伤、跌伤、撞伤、割伤、烫伤、烧伤的药比别处都齐全，您家要买么事药？
10174	老板，你能帮我修补好这件道袍吗？
10175	杂货店老板：这是天蚕道袍，冇得天蚕丝可修补不好。
10176	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10177	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10178	老板，你能帮我修补好这件道袍吗？
10179	杂货店老板：冇得问题，不过需要一百两银子。
10180	杂货店老板：您家要买点么事？是吃的，穿的，还是用的？
10181	嫖客：这采春园的姑娘伢真是不错，一个个又白又嫩，真是叫人疼。
10182	嫖客：来这里寻开心的都是一些当官做生意的，普通老百姓连饭都吃不饱，哪还有闲钱来这里玩？
10183	嫖客：我是第一次来，那些花花绿绿的姑娘伢，看得我都花了眼。
10184	车夫：您家要去哪里？坐我的车吧，保管又快捷又便宜。
10185	车夫：没钱你就只有走路了。
10186	驿官：这是你的酬银。
10187	驿官：如今战事频仍，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10188	驿官：这封是要送往凤翔的公文，你收好了。
10189	驿官：这封是要送往成都的公文，你收好了。
10190	镖头：我们威武镖局在湘鄂一带可是大大有名，黑道白道朋友不少，连官府也常常有求于我们，嘿嘿！只要油水厚，什么红货我们都敢接！
10191	武当山
10192	武当山<——>襄阳
10193	禹迹池
10194	蜀冈山<——>扬州
10195	伏牛山<——>襄阳
10196	汴京<——>天忍教
10197	汴京<——>少林派
10198	汴京<——>伏牛山
10199	汴京<——>宋金战场
10200	铁塔
10201	龙亭湖
10202	茶馆老板：宁做太平犬，莫为乱世人。兵荒马乱的，大家都没有心情来喝茶了。
10203	城门卫兵：你这家伙探头探脑的，难道是宋国的奸细？
10204	城门卫兵：上头有令，抓住奸细，格杀勿论！
10205	城门卫兵：临安的花花世界迟早都是咱们金人的，哈哈哈哈！
10206	城门卫兵：连汴京都已经落在了我们金人的手中，临安还不是指日可得？
10207	宠物店老板：我卖的宠物虽然价格不菲，但绝对物有所值！
10208	当铺老板：穷鬼一多，我这当铺的生意就好起来啦。
10209	当铺老板：穷鬼越倒霉，我这当铺就越发达，哈哈！
10210	赌场打手：这个赌场可是金人的地盘儿，谁要敢闹事，那是活得不耐烦了！
10211	赌场老板：那些金人每次来赌钱，输了都不认账，真是没有赌品！
10212	赌徒：我已经好几天没吃没喝了，输光了家当，回到家里又被老婆打了出来。
10213	赌徒：在这个乱世里什么都靠不住，只有钱靠得住，快活一日算一日！
10214	妓女：对不起，我在等人，不接客，公子还是找别的姑娘吧！
10215	妓女：我是个苦命人，你何必拿我开心呢？
10216	妓女：来这儿的都是些贪求一夕之欢的薄情人，有情有意的人又怎会来这种逢场作戏的地方呢？
10217	妓女：唉，落花有意，流水无情，我们青楼女子的苦楚不是你们这样的人所能了解的。
10218	妓女：哼！什么是情？什么是意？全都是些骗人的东西！甜言蜜语有什么用？只有黄金白银才真正靠得住！大家都是你骗骗我，我骗骗你，哄得一时开心也就罢了，何必当真呢？
10219	妓女：那些金兵可真不是人……
10220	老鸨：哟，公子是头一遭儿来尝鲜吧？快请进，我这儿的姑娘保管把你服侍得舒舒服服的！
10221	老鸨：姑娘你长得细皮嫩肉的，如果进我们彩蝶楼，一定挂头牌！哎哟，我真是越看越喜欢……
10222	酒保：上次有个书生在咱们这儿喝醉了酒，将金人骂了个狗血喷头，不想第二天就给抓进了监牢，咱们酒馆也连带着被封门了三天，所以老板立了规矩，不准来喝酒的人谈论国事。
10223	酒楼老板：客官要喝酒么？要喝酒可以，不过我得事先声明，我这儿开的是酒馆，只管喝酒，莫论国事，要论国事请另找别的地儿，省得给我找麻烦！
10224	客栈老板：如今这生意真不好做啊，打了几年仗，老百姓都不敢出门了，再这样下去，我这客栈恐怕就要关门大吉了。
10225	姬老板：我是准备来汴京作生意的，想不到昔日繁华的帝京如今竟变得如此凋敝，看来只得打消这个念头了。
10226	傅南冰：今朝有酒今朝醉，管他谁做天子谁称臣！
10227	孙秀才：“国破山河在，城春草木深。感时花溅泪，恨别鸟惊心。”唉！可怜啊可怜！
10228	孙秀才：“烟笼寒水月笼沙，夜泊秦淮近酒家。商女不知亡国恨，隔江犹唱后庭花。”唉！可悲啊可悲！
10229	孙秀才：“秦时明月汉时关，万里长征人未还。但使龙城飞将在，不教胡马渡阴山！”唉！可叹啊可叹！
10230	孙秀才：“烟柳画桥，风帘翠幕，参差十万人家。……重湖叠巘清佳。有三秋桂子，十里荷花。”唉！可恨啊可恨！——如果不是因为这首词，金人恐怕也不会起兵南侵吧？
10231	张寡妇：我男人前年得病死了，我独守空闺，真是度日如年啊。
10232	张寡妇：我听说，城北的方老太为她那从未谋面的丈夫活活守了三十年寡，这真是太可怕了！
10233	冬梅：看见我们家小海了吗？他不知又野到什么地方玩儿去了。
10234	冬梅：小海他爹不在家，里里外外全靠我，偏偏他还不听话！
10235	冬梅：现在时局不好，过日子真难啊！
10236	刘员外：谁坐江山都一样，只要有安乐日子过就行。
10237	乞丐：大侠，有酒吗？求你赏我一口酒喝吧！我可以没饭吃，可不能没酒喝啊。
10238	唐老爹：冰糖葫芦，又香又甜的冰糖葫芦！山楂的、草莓的、香蕉的、海棠的、核桃的，好吃的冰糖葫芦儿哟——
10239	陈三宝：这些都是上好的汝窑青瓷，您瞧瞧，这釉色如湖水晴空，灰而不暗，蓝而不浓，绿而不翠，釉质莹厚滋润，有玉石之感，这可是青瓷里面的上上品啊，宫里用的官窑也不过如此！
10240	辛大姑：瞧，多水灵的青菜，今儿一大早刚从地里采下来的，还带着露水呢！
10241	程大爷：咱汴京城的那座铁塔，可有些年头啦。那座塔是用琉璃砖盖成的，因其色如铁，所以老百姓都叫它“铁塔”。
10242	程大爷：如今这汴京被金人占了去，咱们的日子可苦啦。
10243	程大爷：皇上只顾自己在南边享福，哪会管我们这些老百姓的死活！
10244	云气茶：
10245	方老太：靖康那年的惨祸我这一辈子都忘不了，那年我才十八岁，刚刚订了亲，还未过门，未婚夫就被抓到战场上打仗去了，没想到这一去，他就再也没有回来，可怜我为他整整守了三十四年寡！
10246	小海：我最爱吃唐老爹卖的冰糖葫芦了，可是娘不肯给我买，说吃多了会闹肚子。
10247	英子：我告诉你一个秘密。上次我和小伙伴去铁塔玩捉迷藏，在塔的最下面发现了一个大洞，如果藏在里面，谁也找不着。这是我们俩之间的小秘密，你别告诉别人，好吗？
10248	瘸子李：我这条腿是在战场上给金人打瘸的，就因为这条瘸腿，我到现在还没成亲，哪家的姑娘愿意嫁给一个瘸子呢？
10249	白公子：那些金兵飞扬跋扈，咱们老百姓是敢怒不敢言啊！
10250	孔全：想当年，咱汴京老城作为大宋的都城，曾经鼎盛一时，多么的风光，人人都说“汴京富丽天下无”，还把咱汴京和苏杭并称人间天堂呢！可如今，那种盛景是一去不复返了！唉！
10251	孟旭：朝廷只知道偏安一隅，任凭这大好河山给金人白白占了去！
10252	李祖德：莫谈国事！莫谈国事！
10253	船夫：没银子可哪里也去不了！
10254	船夫：没银子可哪里也去不了！
10255	船夫：没银子可哪里也去不了！
10256	马贩子：我的马高高大大，脚力又好，可以一口气跑一天一夜不休息，绝对是物超所值，买一匹吧！
10257	钱庄老板：我这家钱庄可是老字号了，存贷自由，从不骗人。
10258	曲铁匠：以前我这铁匠铺的生意可红火了，多少名士侠客都到我这儿定制兵刃，现如今……不说也罢！你是初出江湖吧？那更需要一把好兵器了，要不要看看？
10259	王铁匠：清货大甩卖，随便看看吧——
10260	大渡禅师：方外之人，原本应该四大皆空，不论国事，可是眼看江山凋敝，生灵涂炭，世人苦难良多，教人怎不痛心疾首？
10261	衙门卫兵：任何人只要说出对大金国不敬的言辞，就立刻抓起来！
10262	衙门卫兵：这城中的老百姓早就对我们金人俯首称臣，难道你想闹事不成？
10263	药店老板：我这儿什么药都有，养身健体的、治病消灾的、延年益寿的、补血提气的，您要买什么药？
10264	杂货店老板：您要点什么？如今这世道大家都过的不容易，所以我这店里的东西都不贵，你看看需要些什么？
10265	嫖客：吃喝嫖赌，本公子样样精通，哥们送了一个外号，叫做“四全大少”，哈哈哈哈！
10266	嫖客：人不风流枉少年，有乐不享是笨蛋！
10267	车夫：车夫：要坐车去哪里？
10268	车夫：没钱你就只有走路了。
10269	驿官：这是你的酬银。
10270	驿官：如今战事频仍，公文繁多，驿站里送信的人手不够，你愿意帮忙送信吗？每次送信都是有酬银的。
10271	驿官：这封是要送往扬州的公文，你收好了。
10272	驿官：这封是要送往大理的公文，你收好了。
10273	镖局老板：那些金人吃了白道，又吃黑道，咱们镖局的日子越来越难熬了！
10274	天忍教<——>汴京
10275	宋金战场<——>汴京
10276	宋金战场<——>襄阳
10277	副将：这次领军打仗的是皇上，咱们可得好好表现，别错过了加官进爵的好机会！
10278	副将：你是巡逻的士兵吗？无事不准四处走动。
10279	徒单合喜：在战场上，奋勇杀敌者，我重重有赏！懦弱怯敌者，杀无赦！
10280	士兵：我们这次的四十万大军，一定会杀得宋人片甲不留！
10281	士兵：战场之上，刀枪无眼，也不知能不能活下来，还是今朝有酒今朝醉吧！
10282	士兵：那些宋人不堪一击，没什么可怕的，咱们就等着喝庆功宴吧。
10283	士兵：听说这次宋军找了很多江湖上的能人异士相助，也不知是不是真的。
10284	士兵：这次大战之后，整个天下都是我们金人的了，哈哈哈哈！
10285	士兵：听说宋国的皇宫里奇珍异宝数不胜数，只要得到一样，这辈子就有享受不尽的好日子了！
10286	士兵：宋人的皇帝真是没用，我们金兵南下，也算是顺应天命吧？哈哈！
10287	士兵：我们女真人从小就在马背上摸爬滚打，个个骁勇善战，那些宋人哪里会是我们的对手！
10288	士兵：只要打过了长江，我们就可以一路南下、攻占临安了。听说那临安可是一个遍地黄金的人间天堂，连吹的风都是香的！
10289	士兵：没事别乱走动，小心被当作奸细抓起来！
10290	士兵：只要再打一场仗，宋人就会臣服在我们大金国的脚下啦，哈哈哈哈！
10291	士兵：我的一个兄弟去年死在了战场上，这次我要为他报仇雪恨，我要宋人血债血偿！
10292	士兵：我还没娶媳妇，听说江南的娘们一个个长得……嘿嘿！
10293	士兵：打完这场仗，我们就可以回家喽！
10294	士兵：打仗无非就是死人，不是你死，就是我亡！
10295	士兵：这次皇上亲自出征，自然战无不胜，攻无不克！
10296	士兵：我们做小兵的唯军令是从，至于是非对错，那不是我们考虑的。
10297	士兵：我已经离家几个月了，真想早点打完这场仗，早点回家。
10298	士兵：宋国皇帝昏庸无能，我们大金国入主中原有什么不对？
10299	士兵：所谓臣王败寇，弱肉强食，那些宋人只有在我们大金国的统治下才能过上好日子。
10300	士兵：幸亏宋人自己窝里斗，杀了岳飞，否则我们的军队也不可能这么轻而易举地挥兵南下了。
10301	士兵：南方的花花世界，很快就是我们大金国的了！哈哈哈哈！
10302	士兵：听说江南多美女，到时我可要好好见识见识。
10303	营门守卫：皇上亲自督战，我们可得小心守卫，倘若出了差错，几个脑袋也不够砍！
10304	营门守卫：小心宋国的奸细混进来！
10305	副将：我们身为军人，为国捐躯，战死沙场乃是一种光荣。
10306	吴璘将军：“葡萄美酒夜光杯，欲饮琵琶马上催。醉卧沙场君莫笑，古来征战几人回？”，这场大战，不知又要死多少人！
10307	士兵：我要把这把刀磨得利利的，到时候多杀几个敌人！
10308	士兵：我家人都死在金狗的铁蹄之下，我这次拼死也要替他们报仇！国仇家恨，不共戴天！
10309	士兵：驱除鞑虏，收复我大宋河山！
