装备名称	空手站立1	空手站立2	空手站立3	短武器站立	长武器站立	双武器站立	空手走路	短武器走路	长武器走路	双武器走路	空手跑步	短武器跑步	长武器跑步	双武器跑步	空手受伤	短武器受伤	长武器受伤	双武器受伤	空手死亡	短武器死亡	长武器死亡	双武器死亡	空手攻击	短武器刺	短武器砍	长武器戳	长武器劈	双武器划	双武器砸	暗器投掷	空手魔法	短武器魔法	长武器魔法	双武器魔法	打坐	跳跃	骑马站立	骑马走动	骑马跑步	骑马攻击劈	骑马攻击刺	骑马魔法	骑马受伤	骑马死亡	骑马站立1	骑马站立2
头部11	FM_HR_011_ST01.spr	FM_HR_011_ST02.spr	FM_HR_011_ST03.spr	FM_HR_011_ST04.spr	FM_HR_011_ST05.spr	FM_HR_011_ST06.spr	FM_HR_011_WK01.spr	FM_HR_011_WK02.spr	FM_HR_011_WK03.spr	FM_HR_011_WK04.spr	FM_HR_011_RN01.spr	FM_HR_011_RN02.spr	FM_HR_011_RN03.spr	FM_HR_011_RN04.spr	FM_HR_011_IJ01.spr	FM_HR_011_IJ02.spr	FM_HR_011_IJ03.spr	FM_HR_011_IJ04.spr	FM_HR_011_DE01.spr	FM_HR_011_DE02.spr	FM_HR_011_DE03.spr	FM_HR_011_DE04.spr	FM_HR_011_AT01.spr	FM_HR_011_AT02.spr	FM_HR_011_AT03.spr	FM_HR_011_AT04.spr	FM_HR_011_AT05.spr	FM_HR_011_AT06.spr	FM_HR_011_AT07.spr	FM_HR_011_MG01.spr	FM_HR_011_MG02.spr	FM_HR_011_MG03.spr	FM_HR_011_MG04.spr	FM_HR_011_MG05.spr	FM_HR_011_ZZ01.spr	FM_HR_011_JP01.spr	FM_HR_011_RD01.spr	FM_HR_011_HW01.spr	FM_HR_011_HR01.spr	FM_HR_011_HA01.spr	FM_HR_011_HA02.spr	FM_HR_011_HM01.spr	FM_HR_011_HI01.spr	FM_HR_011_HD01.spr	FM_HR_011_RD01.spr	FM_HR_011_RD01.spr
头部12	FM_HR_012_ST01.spr	FM_HR_012_ST02.spr	FM_HR_012_ST03.spr	FM_HR_012_ST04.spr	FM_HR_012_ST05.spr	FM_HR_012_ST06.spr	FM_HR_012_WK01.spr	FM_HR_012_WK02.spr	FM_HR_012_WK03.spr	FM_HR_012_WK04.spr	FM_HR_012_RN01.spr	FM_HR_012_RN02.spr	FM_HR_012_RN03.spr	FM_HR_012_RN04.spr	FM_HR_012_IJ01.spr	FM_HR_012_IJ02.spr	FM_HR_012_IJ03.spr	FM_HR_012_IJ04.spr	FM_HR_012_DE01.spr	FM_HR_012_DE02.spr	FM_HR_012_DE03.spr	FM_HR_012_DE04.spr	FM_HR_012_AT01.spr	FM_HR_012_AT02.spr	FM_HR_012_AT03.spr	FM_HR_012_AT04.spr	FM_HR_012_AT05.spr	FM_HR_012_AT06.spr	FM_HR_012_AT07.spr	FM_HR_012_MG01.spr	FM_HR_012_MG02.spr	FM_HR_012_MG03.spr	FM_HR_012_MG04.spr	FM_HR_012_MG05.spr	FM_HR_012_ZZ01.spr	FM_HR_012_JP01.spr	FM_HR_012_RD01.spr	FM_HR_012_HW01.spr	FM_HR_012_HR01.spr	FM_HR_012_HA01.spr	FM_HR_012_HA02.spr	FM_HR_012_HM01.spr	FM_HR_012_HI01.spr	FM_HR_012_HD01.spr	FM_HR_012_RD01.spr	FM_HR_012_RD01.spr
头部13	FM_HR_013_ST01.spr	FM_HR_013_ST02.spr	FM_HR_013_ST03.spr	FM_HR_013_ST04.spr	FM_HR_013_ST05.spr	FM_HR_013_ST06.spr	FM_HR_013_WK01.spr	FM_HR_013_WK02.spr	FM_HR_013_WK03.spr	FM_HR_013_WK04.spr	FM_HR_013_RN01.spr	FM_HR_013_RN02.spr	FM_HR_013_RN03.spr	FM_HR_013_RN04.spr	FM_HR_013_IJ01.spr	FM_HR_013_IJ02.spr	FM_HR_013_IJ03.spr	FM_HR_013_IJ04.spr	FM_HR_013_DE01.spr	FM_HR_013_DE02.spr	FM_HR_013_DE03.spr	FM_HR_013_DE04.spr	FM_HR_013_AT01.spr	FM_HR_013_AT02.spr	FM_HR_013_AT03.spr	FM_HR_013_AT04.spr	FM_HR_013_AT05.spr	FM_HR_013_AT06.spr	FM_HR_013_AT07.spr	FM_HR_013_MG01.spr	FM_HR_013_MG02.spr	FM_HR_013_MG03.spr	FM_HR_013_MG04.spr	FM_HR_013_MG05.spr	FM_HR_013_ZZ01.spr	FM_HR_013_JP01.spr	FM_HR_013_RD01.spr	FM_HR_013_HW01.spr	FM_HR_013_HR01.spr	FM_HR_013_HA01.spr	FM_HR_013_HA02.spr	FM_HR_013_HM01.spr	FM_HR_013_HI01.spr	FM_HR_013_HD01.spr	FM_HR_013_RD01.spr	FM_HR_013_RD01.spr
头部14	FM_HR_014_ST01.spr	FM_HR_014_ST02.spr	FM_HR_014_ST03.spr	FM_HR_014_ST04.spr	FM_HR_014_ST05.spr	FM_HR_014_ST06.spr	FM_HR_014_WK01.spr	FM_HR_014_WK02.spr	FM_HR_014_WK03.spr	FM_HR_014_WK04.spr	FM_HR_014_RN01.spr	FM_HR_014_RN02.spr	FM_HR_014_RN03.spr	FM_HR_014_RN04.spr	FM_HR_014_IJ01.spr	FM_HR_014_IJ02.spr	FM_HR_014_IJ03.spr	FM_HR_014_IJ04.spr	FM_HR_014_DE01.spr	FM_HR_014_DE02.spr	FM_HR_014_DE03.spr	FM_HR_014_DE04.spr	FM_HR_014_AT01.spr	FM_HR_014_AT02.spr	FM_HR_014_AT03.spr	FM_HR_014_AT04.spr	FM_HR_014_AT05.spr	FM_HR_014_AT06.spr	FM_HR_014_AT07.spr	FM_HR_014_MG01.spr	FM_HR_014_MG02.spr	FM_HR_014_MG03.spr	FM_HR_014_MG04.spr	FM_HR_014_MG05.spr	FM_HR_014_ZZ01.spr	FM_HR_014_JP01.spr	FM_HR_014_RD01.spr	FM_HR_014_HW01.spr	FM_HR_014_HR01.spr	FM_HR_014_HA01.spr	FM_HR_014_HA02.spr	FM_HR_014_HM01.spr	FM_HR_014_HI01.spr	FM_HR_014_HD01.spr	FM_HR_014_RD01.spr	FM_HR_014_RD01.spr
头部15	FM_HR_015_ST01.spr	FM_HR_015_ST02.spr	FM_HR_015_ST03.spr	FM_HR_015_ST04.spr	FM_HR_015_ST05.spr	FM_HR_015_ST06.spr	FM_HR_015_WK01.spr	FM_HR_015_WK02.spr	FM_HR_015_WK03.spr	FM_HR_015_WK04.spr	FM_HR_015_RN01.spr	FM_HR_015_RN02.spr	FM_HR_015_RN03.spr	FM_HR_015_RN04.spr	FM_HR_015_IJ01.spr	FM_HR_015_IJ02.spr	FM_HR_015_IJ03.spr	FM_HR_015_IJ04.spr	FM_HR_015_DE01.spr	FM_HR_015_DE02.spr	FM_HR_015_DE03.spr	FM_HR_015_DE04.spr	FM_HR_015_AT01.spr	FM_HR_015_AT02.spr	FM_HR_015_AT03.spr	FM_HR_015_AT04.spr	FM_HR_015_AT05.spr	FM_HR_015_AT06.spr	FM_HR_015_AT07.spr	FM_HR_015_MG01.spr	FM_HR_015_MG02.spr	FM_HR_015_MG03.spr	FM_HR_015_MG04.spr	FM_HR_015_MG05.spr	FM_HR_015_ZZ01.spr	FM_HR_015_JP01.spr	FM_HR_015_RD01.spr	FM_HR_015_HW01.spr	FM_HR_015_HR01.spr	FM_HR_015_HA01.spr	FM_HR_015_HA02.spr	FM_HR_015_HM01.spr	FM_HR_015_HI01.spr	FM_HR_015_HD01.spr	FM_HR_015_RD01.spr	FM_HR_015_RD01.spr
头部16	FM_HR_016_ST01.spr	FM_HR_016_ST02.spr	FM_HR_016_ST03.spr	FM_HR_016_ST04.spr	FM_HR_016_ST05.spr	FM_HR_016_ST06.spr	FM_HR_016_WK01.spr	FM_HR_016_WK02.spr	FM_HR_016_WK03.spr	FM_HR_016_WK04.spr	FM_HR_016_RN01.spr	FM_HR_016_RN02.spr	FM_HR_016_RN03.spr	FM_HR_016_RN04.spr	FM_HR_016_IJ01.spr	FM_HR_016_IJ02.spr	FM_HR_016_IJ03.spr	FM_HR_016_IJ04.spr	FM_HR_016_DE01.spr	FM_HR_016_DE02.spr	FM_HR_016_DE03.spr	FM_HR_016_DE04.spr	FM_HR_016_AT01.spr	FM_HR_016_AT02.spr	FM_HR_016_AT03.spr	FM_HR_016_AT04.spr	FM_HR_016_AT05.spr	FM_HR_016_AT06.spr	FM_HR_016_AT07.spr	FM_HR_016_MG01.spr	FM_HR_016_MG02.spr	FM_HR_016_MG03.spr	FM_HR_016_MG04.spr	FM_HR_016_MG05.spr	FM_HR_016_ZZ01.spr	FM_HR_016_JP01.spr	FM_HR_016_RD01.spr	FM_HR_016_HW01.spr	FM_HR_016_HR01.spr	FM_HR_016_HA01.spr	FM_HR_016_HA02.spr	FM_HR_016_HM01.spr	FM_HR_016_HI01.spr	FM_HR_016_HD01.spr	FM_HR_016_RD01.spr	FM_HR_016_RD01.spr
头部17	FM_HR_017_ST01.spr	FM_HR_017_ST02.spr	FM_HR_017_ST03.spr	FM_HR_017_ST04.spr	FM_HR_017_ST05.spr	FM_HR_017_ST06.spr	FM_HR_017_WK01.spr	FM_HR_017_WK02.spr	FM_HR_017_WK03.spr	FM_HR_017_WK04.spr	FM_HR_017_RN01.spr	FM_HR_017_RN02.spr	FM_HR_017_RN03.spr	FM_HR_017_RN04.spr	FM_HR_017_IJ01.spr	FM_HR_017_IJ02.spr	FM_HR_017_IJ03.spr	FM_HR_017_IJ04.spr	FM_HR_017_DE01.spr	FM_HR_017_DE02.spr	FM_HR_017_DE03.spr	FM_HR_017_DE04.spr	FM_HR_017_AT01.spr	FM_HR_017_AT02.spr	FM_HR_017_AT03.spr	FM_HR_017_AT04.spr	FM_HR_017_AT05.spr	FM_HR_017_AT06.spr	FM_HR_017_AT07.spr	FM_HR_017_MG01.spr	FM_HR_017_MG02.spr	FM_HR_017_MG03.spr	FM_HR_017_MG04.spr	FM_HR_017_MG05.spr	FM_HR_017_ZZ01.spr	FM_HR_017_JP01.spr	FM_HR_017_RD01.spr	FM_HR_017_HW01.spr	FM_HR_017_HR01.spr	FM_HR_017_HA01.spr	FM_HR_017_HA02.spr	FM_HR_017_HM01.spr	FM_HR_017_HI01.spr	FM_HR_017_HD01.spr	FM_HR_017_RD01.spr	FM_HR_017_RD01.spr
头部18	FM_HR_018_ST01.spr	FM_HR_018_ST02.spr	FM_HR_018_ST03.spr	FM_HR_018_ST04.spr	FM_HR_018_ST05.spr	FM_HR_018_ST06.spr	FM_HR_018_WK01.spr	FM_HR_018_WK02.spr	FM_HR_018_WK03.spr	FM_HR_018_WK04.spr	FM_HR_018_RN01.spr	FM_HR_018_RN02.spr	FM_HR_018_RN03.spr	FM_HR_018_RN04.spr	FM_HR_018_IJ01.spr	FM_HR_018_IJ02.spr	FM_HR_018_IJ03.spr	FM_HR_018_IJ04.spr	FM_HR_018_DE01.spr	FM_HR_018_DE02.spr	FM_HR_018_DE03.spr	FM_HR_018_DE04.spr	FM_HR_018_AT01.spr	FM_HR_018_AT02.spr	FM_HR_018_AT03.spr	FM_HR_018_AT04.spr	FM_HR_018_AT05.spr	FM_HR_018_AT06.spr	FM_HR_018_AT07.spr	FM_HR_018_MG01.spr	FM_HR_018_MG02.spr	FM_HR_018_MG03.spr	FM_HR_018_MG04.spr	FM_HR_018_MG05.spr	FM_HR_018_ZZ01.spr	FM_HR_018_JP01.spr	FM_HR_018_RD01.spr	FM_HR_018_HW01.spr	FM_HR_018_HR01.spr	FM_HR_018_HA01.spr	FM_HR_018_HA02.spr	FM_HR_018_HM01.spr	FM_HR_018_HI01.spr	FM_HR_018_HD01.spr	FM_HR_018_RD01.spr	FM_HR_018_RD01.spr
头部19	FM_HR_019_ST01.spr	FM_HR_019_ST02.spr	FM_HR_019_ST03.spr	FM_HR_019_ST04.spr	FM_HR_019_ST05.spr	FM_HR_019_ST06.spr	FM_HR_019_WK01.spr	FM_HR_019_WK02.spr	FM_HR_019_WK03.spr	FM_HR_019_WK04.spr	FM_HR_019_RN01.spr	FM_HR_019_RN02.spr	FM_HR_019_RN03.spr	FM_HR_019_RN04.spr	FM_HR_019_IJ01.spr	FM_HR_019_IJ02.spr	FM_HR_019_IJ03.spr	FM_HR_019_IJ04.spr	FM_HR_019_DE01.spr	FM_HR_019_DE02.spr	FM_HR_019_DE03.spr	FM_HR_019_DE04.spr	FM_HR_019_AT01.spr	FM_HR_019_AT02.spr	FM_HR_019_AT03.spr	FM_HR_019_AT04.spr	FM_HR_019_AT05.spr	FM_HR_019_AT06.spr	FM_HR_019_AT07.spr	FM_HR_019_MG01.spr	FM_HR_019_MG02.spr	FM_HR_019_MG03.spr	FM_HR_019_MG04.spr	FM_HR_019_MG05.spr	FM_HR_019_ZZ01.spr	FM_HR_019_JP01.spr	FM_HR_019_RD01.spr	FM_HR_019_HW01.spr	FM_HR_019_HR01.spr	FM_HR_019_HA01.spr	FM_HR_019_HA02.spr	FM_HR_019_HM01.spr	FM_HR_019_HI01.spr	FM_HR_019_HD01.spr	FM_HR_019_RD01.spr	FM_HR_019_RD01.spr
头部20	FM_HR_020_ST01.spr	FM_HR_020_ST02.spr	FM_HR_020_ST03.spr	FM_HR_020_ST04.spr	FM_HR_020_ST05.spr	FM_HR_020_ST06.spr	FM_HR_020_WK01.spr	FM_HR_020_WK02.spr	FM_HR_020_WK03.spr	FM_HR_020_WK04.spr	FM_HR_020_RN01.spr	FM_HR_020_RN02.spr	FM_HR_020_RN03.spr	FM_HR_020_RN04.spr	FM_HR_020_IJ01.spr	FM_HR_020_IJ02.spr	FM_HR_020_IJ03.spr	FM_HR_020_IJ04.spr	FM_HR_020_DE01.spr	FM_HR_020_DE02.spr	FM_HR_020_DE03.spr	FM_HR_020_DE04.spr	FM_HR_020_AT01.spr	FM_HR_020_AT02.spr	FM_HR_020_AT03.spr	FM_HR_020_AT04.spr	FM_HR_020_AT05.spr	FM_HR_020_AT06.spr	FM_HR_020_AT07.spr	FM_HR_020_MG01.spr	FM_HR_020_MG02.spr	FM_HR_020_MG03.spr	FM_HR_020_MG04.spr	FM_HR_020_MG05.spr	FM_HR_020_ZZ01.spr	FM_HR_020_JP01.spr	FM_HR_020_RD01.spr	FM_HR_020_HW01.spr	FM_HR_020_HR01.spr	FM_HR_020_HA01.spr	FM_HR_020_HA02.spr	FM_HR_020_HM01.spr	FM_HR_020_HI01.spr	FM_HR_020_HD01.spr	FM_HR_020_RD01.spr	FM_HR_020_RD01.spr
头部21	FM_HR_021_ST01.spr	FM_HR_021_ST02.spr	FM_HR_021_ST03.spr	FM_HR_021_ST04.spr	FM_HR_021_ST05.spr	FM_HR_021_ST06.spr	FM_HR_021_WK01.spr	FM_HR_021_WK02.spr	FM_HR_021_WK03.spr	FM_HR_021_WK04.spr	FM_HR_021_RN01.spr	FM_HR_021_RN02.spr	FM_HR_021_RN03.spr	FM_HR_021_RN04.spr	FM_HR_021_IJ01.spr	FM_HR_021_IJ02.spr	FM_HR_021_IJ03.spr	FM_HR_021_IJ04.spr	FM_HR_021_DE01.spr	FM_HR_021_DE02.spr	FM_HR_021_DE03.spr	FM_HR_021_DE04.spr	FM_HR_021_AT01.spr	FM_HR_021_AT02.spr	FM_HR_021_AT03.spr	FM_HR_021_AT04.spr	FM_HR_021_AT05.spr	FM_HR_021_AT06.spr	FM_HR_021_AT07.spr	FM_HR_021_MG01.spr	FM_HR_021_MG02.spr	FM_HR_021_MG03.spr	FM_HR_021_MG04.spr	FM_HR_021_MG05.spr	FM_HR_021_ZZ01.spr	FM_HR_021_JP01.spr	FM_HR_021_RD01.spr	FM_HR_021_HW01.spr	FM_HR_021_HR01.spr	FM_HR_021_HA01.spr	FM_HR_021_HA02.spr	FM_HR_021_HM01.spr	FM_HR_021_HI01.spr	FM_HR_021_HD01.spr	FM_HR_021_RD01.spr	FM_HR_021_RD01.spr
