装备名称	空手站立1	空手站立2	空手站立3	短武器站立	长武器站立	双武器站立	空手走路	短武器走路	长武器走路	双武器走路	空手跑步	短武器跑步	长武器跑步	双武器跑步	空手受伤	短武器受伤	长武器受伤	双武器受伤	空手死亡	短武器死亡	长武器死亡	双武器死亡	空手攻击	短武器刺	短武器砍	长武器戳	长武器劈	双武器划	双武器砸	暗器投掷	空手魔法	短武器魔法	长武器魔法	双武器魔法	打坐	跳跃	骑马站立	骑马走动	骑马跑步	骑马攻击劈	骑马攻击刺	骑马魔法	骑马受伤	骑马死亡	骑马站立1	骑马站立2
长棍类1	MA_RW_010_ST01.spr	MA_RW_010_ST02.spr	MA_RW_000_ST03.spr	MA_RW_010_ST04.spr	MA_RW_010_ST05.spr	MA_RW_010_ST06.spr	MA_RW_000_WK01.spr	MA_RW_010_WK02.spr	MA_RW_010_WK03.spr	MA_RW_010_WK04.spr	MA_RW_000_RN01.spr	MA_RW_010_RN02.spr	MA_RW_010_RN03.spr	MA_RW_010_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_010_IJ02.spr	MA_RW_010_IJ03.spr	MA_RW_010_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_010_DE02.spr	MA_RW_010_DE03.spr	MA_RW_010_DE04.spr	MA_RW_000_AT01.spr	MA_RW_010_AT02.spr	MA_RW_010_AT03.spr	MA_RW_010_AT04.spr	MA_RW_010_AT05.spr	MA_RW_010_AT06.spr	MA_RW_010_AT07.spr	MA_RW_010_MG01.spr	MA_RW_000_MG02.spr	MA_RW_010_MG03.spr	MA_RW_010_MG04.spr	MA_RW_010_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_010_RD01.spr	MA_RW_010_HW01.spr	MA_RW_010_HR01.spr	MA_RW_010_HA01.spr	MA_RW_010_HA02.spr	MA_RW_010_HM01.spr	MA_RW_010_HI01.spr	MA_RW_010_HD01.spr	MA_RW_010_RD01.spr	MA_RW_010_RD01.spr
长棍类2	MA_RW_011_ST01.spr	MA_RW_011_ST02.spr	MA_RW_000_ST03.spr	MA_RW_011_ST04.spr	MA_RW_011_ST05.spr	MA_RW_011_ST06.spr	MA_RW_000_WK01.spr	MA_RW_011_WK02.spr	MA_RW_011_WK03.spr	MA_RW_011_WK04.spr	MA_RW_000_RN01.spr	MA_RW_011_RN02.spr	MA_RW_011_RN03.spr	MA_RW_011_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_011_IJ02.spr	MA_RW_011_IJ03.spr	MA_RW_011_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_011_DE02.spr	MA_RW_011_DE03.spr	MA_RW_011_DE04.spr	MA_RW_000_AT01.spr	MA_RW_011_AT02.spr	MA_RW_011_AT03.spr	MA_RW_011_AT04.spr	MA_RW_011_AT05.spr	MA_RW_011_AT06.spr	MA_RW_011_AT07.spr	MA_RW_011_MG01.spr	MA_RW_000_MG02.spr	MA_RW_011_MG03.spr	MA_RW_011_MG04.spr	MA_RW_011_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_011_RD01.spr	MA_RW_011_HW01.spr	MA_RW_011_HR01.spr	MA_RW_011_HA01.spr	MA_RW_011_HA02.spr	MA_RW_011_HM01.spr	MA_RW_011_HI01.spr	MA_RW_011_HD01.spr	MA_RW_011_RD01.spr	MA_RW_011_RD01.spr
长棍类3	MA_RW_012_ST01.spr	MA_RW_012_ST02.spr	MA_RW_000_ST03.spr	MA_RW_012_ST04.spr	MA_RW_012_ST05.spr	MA_RW_012_ST06.spr	MA_RW_000_WK01.spr	MA_RW_012_WK02.spr	MA_RW_012_WK03.spr	MA_RW_012_WK04.spr	MA_RW_000_RN01.spr	MA_RW_012_RN02.spr	MA_RW_012_RN03.spr	MA_RW_012_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_012_IJ02.spr	MA_RW_012_IJ03.spr	MA_RW_012_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_012_DE02.spr	MA_RW_012_DE03.spr	MA_RW_012_DE04.spr	MA_RW_000_AT01.spr	MA_RW_012_AT02.spr	MA_RW_012_AT03.spr	MA_RW_012_AT04.spr	MA_RW_012_AT05.spr	MA_RW_012_AT06.spr	MA_RW_012_AT07.spr	MA_RW_012_MG01.spr	MA_RW_000_MG02.spr	MA_RW_012_MG03.spr	MA_RW_012_MG04.spr	MA_RW_012_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_012_RD01.spr	MA_RW_012_HW01.spr	MA_RW_012_HR01.spr	MA_RW_012_HA01.spr	MA_RW_012_HA02.spr	MA_RW_012_HM01.spr	MA_RW_012_HI01.spr	MA_RW_012_HD01.spr	MA_RW_012_RD01.spr	MA_RW_012_RD01.spr
双剑类1	MA_RW_013_ST01.spr	MA_RW_013_ST02.spr	MA_RW_000_ST03.spr	MA_RW_013_ST04.spr	MA_RW_013_ST05.spr	MA_RW_013_ST06.spr	MA_RW_000_WK01.spr	MA_RW_013_WK02.spr	MA_RW_013_WK03.spr	MA_RW_013_WK04.spr	MA_RW_000_RN01.spr	MA_RW_013_RN02.spr	MA_RW_013_RN03.spr	MA_RW_013_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_013_IJ02.spr	MA_RW_013_IJ03.spr	MA_RW_013_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_013_DE02.spr	MA_RW_013_DE03.spr	MA_RW_013_DE04.spr	MA_RW_000_AT01.spr	MA_RW_013_AT02.spr	MA_RW_013_AT03.spr	MA_RW_013_AT04.spr	MA_RW_013_AT05.spr	MA_RW_013_AT06.spr	MA_RW_013_AT07.spr	MA_RW_013_MG01.spr	MA_RW_000_MG02.spr	MA_RW_013_MG03.spr	MA_RW_013_MG04.spr	MA_RW_013_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_013_RD01.spr	MA_RW_013_HW01.spr	MA_RW_013_HR01.spr	MA_RW_013_HA01.spr	MA_RW_013_HA02.spr	MA_RW_013_HM01.spr	MA_RW_013_HI01.spr	MA_RW_013_HD01.spr	MA_RW_013_RD01.spr	MA_RW_013_RD01.spr
双剑类2	MA_RW_014_ST01.spr	MA_RW_014_ST02.spr	MA_RW_000_ST03.spr	MA_RW_014_ST04.spr	MA_RW_014_ST05.spr	MA_RW_014_ST06.spr	MA_RW_000_WK01.spr	MA_RW_014_WK02.spr	MA_RW_014_WK03.spr	MA_RW_014_WK04.spr	MA_RW_000_RN01.spr	MA_RW_014_RN02.spr	MA_RW_014_RN03.spr	MA_RW_014_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_014_IJ02.spr	MA_RW_014_IJ03.spr	MA_RW_014_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_014_DE02.spr	MA_RW_014_DE03.spr	MA_RW_014_DE04.spr	MA_RW_000_AT01.spr	MA_RW_014_AT02.spr	MA_RW_014_AT03.spr	MA_RW_014_AT04.spr	MA_RW_014_AT05.spr	MA_RW_014_AT06.spr	MA_RW_014_AT07.spr	MA_RW_014_MG01.spr	MA_RW_000_MG02.spr	MA_RW_014_MG03.spr	MA_RW_014_MG04.spr	MA_RW_014_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_014_RD01.spr	MA_RW_014_HW01.spr	MA_RW_014_HR01.spr	MA_RW_014_HA01.spr	MA_RW_014_HA02.spr	MA_RW_014_HM01.spr	MA_RW_014_HI01.spr	MA_RW_014_HD01.spr	MA_RW_014_RD01.spr	MA_RW_014_RD01.spr
双剑类3	MA_RW_015_ST01.spr	MA_RW_015_ST02.spr	MA_RW_000_ST03.spr	MA_RW_015_ST04.spr	MA_RW_015_ST05.spr	MA_RW_015_ST06.spr	MA_RW_000_WK01.spr	MA_RW_015_WK02.spr	MA_RW_015_WK03.spr	MA_RW_015_WK04.spr	MA_RW_000_RN01.spr	MA_RW_015_RN02.spr	MA_RW_015_RN03.spr	MA_RW_015_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_015_IJ02.spr	MA_RW_015_IJ03.spr	MA_RW_015_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_015_DE02.spr	MA_RW_015_DE03.spr	MA_RW_015_DE04.spr	MA_RW_000_AT01.spr	MA_RW_015_AT02.spr	MA_RW_015_AT03.spr	MA_RW_015_AT04.spr	MA_RW_015_AT05.spr	MA_RW_015_AT06.spr	MA_RW_015_AT07.spr	MA_RW_015_MG01.spr	MA_RW_000_MG02.spr	MA_RW_015_MG03.spr	MA_RW_015_MG04.spr	MA_RW_015_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_015_RD01.spr	MA_RW_015_HW01.spr	MA_RW_015_HR01.spr	MA_RW_015_HA01.spr	MA_RW_015_HA02.spr	MA_RW_015_HM01.spr	MA_RW_015_HI01.spr	MA_RW_015_HD01.spr	MA_RW_015_RD01.spr	MA_RW_015_RD01.spr
双锤类1	MA_RW_016_ST01.spr	MA_RW_016_ST02.spr	MA_RW_000_ST03.spr	MA_RW_016_ST04.spr	MA_RW_016_ST05.spr	MA_RW_016_ST06.spr	MA_RW_000_WK01.spr	MA_RW_016_WK02.spr	MA_RW_016_WK03.spr	MA_RW_016_WK04.spr	MA_RW_000_RN01.spr	MA_RW_016_RN02.spr	MA_RW_016_RN03.spr	MA_RW_016_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_016_IJ02.spr	MA_RW_016_IJ03.spr	MA_RW_016_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_016_DE02.spr	MA_RW_016_DE03.spr	MA_RW_016_DE04.spr	MA_RW_000_AT01.spr	MA_RW_016_AT02.spr	MA_RW_016_AT03.spr	MA_RW_016_AT04.spr	MA_RW_016_AT05.spr	MA_RW_016_AT06.spr	MA_RW_016_AT07.spr	MA_RW_016_MG01.spr	MA_RW_000_MG02.spr	MA_RW_016_MG03.spr	MA_RW_016_MG04.spr	MA_RW_016_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_016_RD01.spr	MA_RW_016_HW01.spr	MA_RW_016_HR01.spr	MA_RW_016_HA01.spr	MA_RW_016_HA02.spr	MA_RW_016_HM01.spr	MA_RW_016_HI01.spr	MA_RW_016_HD01.spr	MA_RW_016_RD01.spr	MA_RW_016_RD01.spr
双锤类2	MA_RW_017_ST01.spr	MA_RW_017_ST02.spr	MA_RW_000_ST03.spr	MA_RW_017_ST04.spr	MA_RW_017_ST05.spr	MA_RW_017_ST06.spr	MA_RW_000_WK01.spr	MA_RW_017_WK02.spr	MA_RW_017_WK03.spr	MA_RW_017_WK04.spr	MA_RW_000_RN01.spr	MA_RW_017_RN02.spr	MA_RW_017_RN03.spr	MA_RW_017_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_017_IJ02.spr	MA_RW_017_IJ03.spr	MA_RW_017_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_017_DE02.spr	MA_RW_017_DE03.spr	MA_RW_017_DE04.spr	MA_RW_000_AT01.spr	MA_RW_017_AT02.spr	MA_RW_017_AT03.spr	MA_RW_017_AT04.spr	MA_RW_017_AT05.spr	MA_RW_017_AT06.spr	MA_RW_017_AT07.spr	MA_RW_017_MG01.spr	MA_RW_000_MG02.spr	MA_RW_017_MG03.spr	MA_RW_017_MG04.spr	MA_RW_017_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_017_RD01.spr	MA_RW_017_HW01.spr	MA_RW_017_HR01.spr	MA_RW_017_HA01.spr	MA_RW_017_HA02.spr	MA_RW_017_HM01.spr	MA_RW_017_HI01.spr	MA_RW_017_HD01.spr	MA_RW_017_RD01.spr	MA_RW_017_RD01.spr
双锤类3	MA_RW_018_ST01.spr	MA_RW_018_ST02.spr	MA_RW_000_ST03.spr	MA_RW_018_ST04.spr	MA_RW_018_ST05.spr	MA_RW_018_ST06.spr	MA_RW_000_WK01.spr	MA_RW_018_WK02.spr	MA_RW_018_WK03.spr	MA_RW_018_WK04.spr	MA_RW_000_RN01.spr	MA_RW_018_RN02.spr	MA_RW_018_RN03.spr	MA_RW_018_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_018_IJ02.spr	MA_RW_018_IJ03.spr	MA_RW_018_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_018_DE02.spr	MA_RW_018_DE03.spr	MA_RW_018_DE04.spr	MA_RW_000_AT01.spr	MA_RW_018_AT02.spr	MA_RW_018_AT03.spr	MA_RW_018_AT04.spr	MA_RW_018_AT05.spr	MA_RW_018_AT06.spr	MA_RW_018_AT07.spr	MA_RW_018_MG01.spr	MA_RW_000_MG02.spr	MA_RW_018_MG03.spr	MA_RW_018_MG04.spr	MA_RW_018_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_018_RD01.spr	MA_RW_018_HW01.spr	MA_RW_018_HR01.spr	MA_RW_018_HA01.spr	MA_RW_018_HA02.spr	MA_RW_018_HM01.spr	MA_RW_018_HI01.spr	MA_RW_018_HD01.spr	MA_RW_018_RD01.spr	MA_RW_018_RD01.spr
暗器	MA_RW_000_ST01.spr	MA_RW_000_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_000_ST05.spr	MA_RW_000_ST06.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_000_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_000_RN03.spr	MA_RW_000_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_000_IJ02.spr	MA_RW_000_IJ03.spr	MA_RW_000_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_000_DE02.spr	MA_RW_000_DE03.spr	MA_RW_000_DE04.spr	MA_RW_000_AT01.spr	MA_RW_000_AT02.spr	MA_RW_000_AT03.spr	MA_RW_000_AT04.spr	MA_RW_000_AT05.spr	MA_RW_000_AT06.spr	MA_RW_000_AT07.spr	MA_RW_000_MG01.spr	MA_RW_000_MG02.spr	MA_RW_000_MG03.spr	MA_RW_000_MG04.spr	MA_RW_000_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_000_RD01.spr	MA_RW_000_HW01.spr	MA_RW_000_HR01.spr	MA_RW_000_HA01.spr	MA_RW_000_HA02.spr	MA_RW_000_HM01.spr	MA_RW_000_HI01.spr	MA_RW_000_HD01.spr	MA_RW_000_RD01.spr	MA_RW_000_RD01.spr
单手剑4	MA_RW_019_ST01.spr	MA_RW_019_ST02.spr	MA_RW_000_ST03.spr	MA_RW_019_ST04.spr	MA_RW_019_ST05.spr	MA_RW_019_ST06.spr	MA_RW_000_WK01.spr	MA_RW_019_WK02.spr	MA_RW_019_WK03.spr	MA_RW_019_WK04.spr	MA_RW_000_RN01.spr	MA_RW_019_RN02.spr	MA_RW_019_RN03.spr	MA_RW_019_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_019_IJ02.spr	MA_RW_019_IJ03.spr	MA_RW_019_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_019_DE02.spr	MA_RW_019_DE03.spr	MA_RW_019_DE04.spr	MA_RW_000_AT01.spr	MA_RW_019_AT02.spr	MA_RW_019_AT03.spr	MA_RW_019_AT04.spr	MA_RW_019_AT05.spr	MA_RW_019_AT06.spr	MA_RW_019_AT07.spr	MA_RW_019_MG01.spr	MA_RW_000_MG02.spr	MA_RW_019_MG03.spr	MA_RW_019_MG04.spr	MA_RW_019_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_019_RD01.spr	MA_RW_019_HW01.spr	MA_RW_019_HR01.spr	MA_RW_019_HA01.spr	MA_RW_019_HA02.spr	MA_RW_019_HM01.spr	MA_RW_019_HI01.spr	MA_RW_019_HD01.spr	MA_RW_019_RD01.spr	MA_RW_019_RD01.spr
单手剑5	MA_RW_020_ST01.spr	MA_RW_020_ST02.spr	MA_RW_000_ST03.spr	MA_RW_020_ST04.spr	MA_RW_020_ST05.spr	MA_RW_020_ST06.spr	MA_RW_000_WK01.spr	MA_RW_020_WK02.spr	MA_RW_020_WK03.spr	MA_RW_020_WK04.spr	MA_RW_000_RN01.spr	MA_RW_020_RN02.spr	MA_RW_020_RN03.spr	MA_RW_020_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_020_IJ02.spr	MA_RW_020_IJ03.spr	MA_RW_020_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_020_DE02.spr	MA_RW_020_DE03.spr	MA_RW_020_DE04.spr	MA_RW_000_AT01.spr	MA_RW_020_AT02.spr	MA_RW_020_AT03.spr	MA_RW_020_AT04.spr	MA_RW_020_AT05.spr	MA_RW_020_AT06.spr	MA_RW_020_AT07.spr	MA_RW_020_MG01.spr	MA_RW_000_MG02.spr	MA_RW_020_MG03.spr	MA_RW_020_MG04.spr	MA_RW_020_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_020_RD01.spr	MA_RW_020_HW01.spr	MA_RW_020_HR01.spr	MA_RW_020_HA01.spr	MA_RW_020_HA02.spr	MA_RW_020_HM01.spr	MA_RW_020_HI01.spr	MA_RW_020_HD01.spr	MA_RW_020_RD01.spr	MA_RW_020_RD01.spr
单手刀4	MA_RW_021_ST01.spr	MA_RW_021_ST02.spr	MA_RW_000_ST03.spr	MA_RW_021_ST04.spr	MA_RW_021_ST05.spr	MA_RW_021_ST06.spr	MA_RW_000_WK01.spr	MA_RW_021_WK02.spr	MA_RW_021_WK03.spr	MA_RW_021_WK04.spr	MA_RW_000_RN01.spr	MA_RW_021_RN02.spr	MA_RW_021_RN03.spr	MA_RW_021_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_021_IJ02.spr	MA_RW_021_IJ03.spr	MA_RW_021_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_021_DE02.spr	MA_RW_021_DE03.spr	MA_RW_021_DE04.spr	MA_RW_000_AT01.spr	MA_RW_021_AT02.spr	MA_RW_021_AT03.spr	MA_RW_021_AT04.spr	MA_RW_021_AT05.spr	MA_RW_021_AT06.spr	MA_RW_021_AT07.spr	MA_RW_021_MG01.spr	MA_RW_000_MG02.spr	MA_RW_021_MG03.spr	MA_RW_021_MG04.spr	MA_RW_021_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_021_RD01.spr	MA_RW_021_HW01.spr	MA_RW_021_HR01.spr	MA_RW_021_HA01.spr	MA_RW_021_HA02.spr	MA_RW_021_HM01.spr	MA_RW_021_HI01.spr	MA_RW_021_HD01.spr	MA_RW_021_RD01.spr	MA_RW_021_RD01.spr
单手刀5	MA_RW_022_ST01.spr	MA_RW_022_ST02.spr	MA_RW_000_ST03.spr	MA_RW_022_ST04.spr	MA_RW_022_ST05.spr	MA_RW_022_ST06.spr	MA_RW_000_WK01.spr	MA_RW_022_WK02.spr	MA_RW_022_WK03.spr	MA_RW_022_WK04.spr	MA_RW_000_RN01.spr	MA_RW_022_RN02.spr	MA_RW_022_RN03.spr	MA_RW_022_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_022_IJ02.spr	MA_RW_022_IJ03.spr	MA_RW_022_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_022_DE02.spr	MA_RW_022_DE03.spr	MA_RW_022_DE04.spr	MA_RW_000_AT01.spr	MA_RW_022_AT02.spr	MA_RW_022_AT03.spr	MA_RW_022_AT04.spr	MA_RW_022_AT05.spr	MA_RW_022_AT06.spr	MA_RW_022_AT07.spr	MA_RW_022_MG01.spr	MA_RW_000_MG02.spr	MA_RW_022_MG03.spr	MA_RW_022_MG04.spr	MA_RW_022_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_022_RD01.spr	MA_RW_022_HW01.spr	MA_RW_022_HR01.spr	MA_RW_022_HA01.spr	MA_RW_022_HA02.spr	MA_RW_022_HM01.spr	MA_RW_022_HI01.spr	MA_RW_022_HD01.spr	MA_RW_022_RD01.spr	MA_RW_022_RD01.spr
长枪类4	MA_RW_023_ST01.spr	MA_RW_023_ST02.spr	MA_RW_000_ST03.spr	MA_RW_023_ST04.spr	MA_RW_023_ST05.spr	MA_RW_023_ST06.spr	MA_RW_000_WK01.spr	MA_RW_023_WK02.spr	MA_RW_023_WK03.spr	MA_RW_023_WK04.spr	MA_RW_000_RN01.spr	MA_RW_023_RN02.spr	MA_RW_023_RN03.spr	MA_RW_023_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_023_IJ02.spr	MA_RW_023_IJ03.spr	MA_RW_023_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_023_DE02.spr	MA_RW_023_DE03.spr	MA_RW_023_DE04.spr	MA_RW_000_AT01.spr	MA_RW_023_AT02.spr	MA_RW_023_AT03.spr	MA_RW_023_AT04.spr	MA_RW_023_AT05.spr	MA_RW_023_AT06.spr	MA_RW_023_AT07.spr	MA_RW_023_MG01.spr	MA_RW_000_MG02.spr	MA_RW_023_MG03.spr	MA_RW_023_MG04.spr	MA_RW_023_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_023_RD01.spr	MA_RW_023_HW01.spr	MA_RW_023_HR01.spr	MA_RW_023_HA01.spr	MA_RW_023_HA02.spr	MA_RW_023_HM01.spr	MA_RW_023_HI01.spr	MA_RW_023_HD01.spr	MA_RW_023_RD01.spr	MA_RW_023_RD01.spr
长枪类5	MA_RW_024_ST01.spr	MA_RW_024_ST02.spr	MA_RW_000_ST03.spr	MA_RW_024_ST04.spr	MA_RW_024_ST05.spr	MA_RW_024_ST06.spr	MA_RW_000_WK01.spr	MA_RW_024_WK02.spr	MA_RW_024_WK03.spr	MA_RW_024_WK04.spr	MA_RW_000_RN01.spr	MA_RW_024_RN02.spr	MA_RW_024_RN03.spr	MA_RW_024_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_024_IJ02.spr	MA_RW_024_IJ03.spr	MA_RW_024_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_024_DE02.spr	MA_RW_024_DE03.spr	MA_RW_024_DE04.spr	MA_RW_000_AT01.spr	MA_RW_024_AT02.spr	MA_RW_024_AT03.spr	MA_RW_024_AT04.spr	MA_RW_024_AT05.spr	MA_RW_024_AT06.spr	MA_RW_024_AT07.spr	MA_RW_024_MG01.spr	MA_RW_000_MG02.spr	MA_RW_024_MG03.spr	MA_RW_024_MG04.spr	MA_RW_024_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_024_RD01.spr	MA_RW_024_HW01.spr	MA_RW_024_HR01.spr	MA_RW_024_HA01.spr	MA_RW_024_HA02.spr	MA_RW_024_HM01.spr	MA_RW_024_HI01.spr	MA_RW_024_HD01.spr	MA_RW_024_RD01.spr	MA_RW_024_RD01.spr
长棍类4	MA_RW_025_ST01.spr	MA_RW_025_ST02.spr	MA_RW_000_ST03.spr	MA_RW_025_ST04.spr	MA_RW_025_ST05.spr	MA_RW_025_ST06.spr	MA_RW_000_WK01.spr	MA_RW_025_WK02.spr	MA_RW_025_WK03.spr	MA_RW_025_WK04.spr	MA_RW_000_RN01.spr	MA_RW_025_RN02.spr	MA_RW_025_RN03.spr	MA_RW_025_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_025_IJ02.spr	MA_RW_025_IJ03.spr	MA_RW_025_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_025_DE02.spr	MA_RW_025_DE03.spr	MA_RW_025_DE04.spr	MA_RW_000_AT01.spr	MA_RW_025_AT02.spr	MA_RW_025_AT03.spr	MA_RW_025_AT04.spr	MA_RW_025_AT05.spr	MA_RW_025_AT06.spr	MA_RW_025_AT07.spr	MA_RW_025_MG01.spr	MA_RW_000_MG02.spr	MA_RW_025_MG03.spr	MA_RW_025_MG04.spr	MA_RW_025_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_025_RD01.spr	MA_RW_025_HW01.spr	MA_RW_025_HR01.spr	MA_RW_025_HA01.spr	MA_RW_025_HA02.spr	MA_RW_025_HM01.spr	MA_RW_025_HI01.spr	MA_RW_025_HD01.spr	MA_RW_025_RD01.spr	MA_RW_025_RD01.spr
长棍类5	MA_RW_026_ST01.spr	MA_RW_026_ST02.spr	MA_RW_000_ST03.spr	MA_RW_026_ST04.spr	MA_RW_026_ST05.spr	MA_RW_026_ST06.spr	MA_RW_000_WK01.spr	MA_RW_026_WK02.spr	MA_RW_026_WK03.spr	MA_RW_026_WK04.spr	MA_RW_000_RN01.spr	MA_RW_026_RN02.spr	MA_RW_026_RN03.spr	MA_RW_026_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_026_IJ02.spr	MA_RW_026_IJ03.spr	MA_RW_026_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_026_DE02.spr	MA_RW_026_DE03.spr	MA_RW_026_DE04.spr	MA_RW_000_AT01.spr	MA_RW_026_AT02.spr	MA_RW_026_AT03.spr	MA_RW_026_AT04.spr	MA_RW_026_AT05.spr	MA_RW_026_AT06.spr	MA_RW_026_AT07.spr	MA_RW_026_MG01.spr	MA_RW_000_MG02.spr	MA_RW_026_MG03.spr	MA_RW_026_MG04.spr	MA_RW_026_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_026_RD01.spr	MA_RW_026_HW01.spr	MA_RW_026_HR01.spr	MA_RW_026_HA01.spr	MA_RW_026_HA02.spr	MA_RW_026_HM01.spr	MA_RW_026_HI01.spr	MA_RW_026_HD01.spr	MA_RW_026_RD01.spr	MA_RW_026_RD01.spr
双剑类4	MA_RW_027_ST01.spr	MA_RW_027_ST02.spr	MA_RW_000_ST03.spr	MA_RW_027_ST04.spr	MA_RW_027_ST05.spr	MA_RW_027_ST06.spr	MA_RW_000_WK01.spr	MA_RW_027_WK02.spr	MA_RW_027_WK03.spr	MA_RW_027_WK04.spr	MA_RW_000_RN01.spr	MA_RW_027_RN02.spr	MA_RW_027_RN03.spr	MA_RW_027_RN04.spr	MA_RW_000_IJ01.spr	MA_RW_027_IJ02.spr	MA_RW_027_IJ03.spr	MA_RW_027_IJ04.spr	MA_RW_000_DE01.spr	MA_RW_027_DE02.spr	MA_RW_027_DE03.spr	MA_RW_027_DE04.spr	MA_RW_000_AT01.spr	MA_RW_027_AT02.spr	MA_RW_027_AT03.spr	MA_RW_027_AT04.spr	MA_RW_027_AT05.spr	MA_RW_027_AT06.spr	MA_RW_027_AT07.spr	MA_RW_027_MG01.spr	MA_RW_000_MG02.spr	MA_RW_027_MG03.spr	MA_RW_027_MG04.spr	MA_RW_027_MG05.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_027_RD01.spr	MA_RW_027_HW01.spr	MA_RW_027_HR01.spr	MA_RW_027_HA01.spr	MA_RW_027_HA02.spr	MA_RW_027_HM01.spr	MA_RW_027_HI01.spr	MA_RW_027_HD01.spr	MA_RW_027_RD01.spr	MA_RW_027_RD01.spr
